Open,High,Low,Close,Volume
32.014286,32.142857,31.801428,32.092857,85527400
32.112858,32.177143,31.604286,31.75,139861400
31.495714,32.285713,31.450001,32.107143,114104900
32.234287,32.682858,32.014286,32.622856,150607800
32.52,32.885715,32.501427,32.767143,149445100
32.988571,32.995716,32.32143,32.378571,135571100
32.707142,33.135715,32.650002,32.985714,160218800
33.285713,33.41,33.08857,33.19857,135186100
33.799999,33.925713,33.464287,33.692856,131827500
33.64143,33.80143,33.494286,33.57143,107664900
33.915714,34.104286,33.25,33.709999,150786300
33.568573,34.072857,33.53857,34.07,171126900
34.028572,34.32,33.857143,34.220001,111754300
34.221428,34.560001,34.094284,34.371429,157125500
34.348572,34.505714,34.005714,34.278572,143247300
34.490002,34.555714,34.351429,34.541428,83545700
34.599998,34.724285,34.544285,34.612858,83256600
34.55143,34.685715,34.444286,34.632858,76552700
35.040001,35.115715,34.867142,35.098572,101019100
35.111427,35.575714,35.072857,35.560001,94196200
35.509998,35.877144,34.935715,35.342857,187636400
35.290001,35.412857,34.53857,35.295715,141731100
35.505714,35.607143,34.708572,34.941429,184581600
36.971428,37.17857,36.532856,37.031429,245597800
36.89143,38.107143,36.599998,38.067142,198356200
38.284286,38.882858,38.142857,38.689999,199238900
38.84,38.922855,38.312859,38.5,119767200
38.181427,38.262856,37.217144,37.434284,177335900
37.607143,37.714287,36.630001,37.371429,189600600
37.574287,38.57143,37.43,38.377144,139710200
38.472858,38.652859,37.285713,37.298573,135615900
37.691429,38.26857,37.554287,38.049999,113585500
37.555714,37.612858,36.67857,36.954285,180954900
36.147144,36.877144,35.532856,36.57,220775800
36.261429,36.892857,28.464285,35.17857,321465200
34.815716,35.224285,32.172855,33.694286,419004600
35.75,36.378571,35.504284,36.284286,246076600
35.977142,37.127144,35.785713,36.645714,212226700
37.034286,37.59,36.957142,37.441429,163594900
37.602856,37.857143,36.628571,36.908573,149928100
36.451427,36.639999,35.642857,36.259998,189840700
36.385715,36.597141,35.387142,36.317142,190708700
36.71143,36.935715,35.751427,36.05143,195669600
35.642857,36.131428,34.978573,35.477142,256431700
34.554287,34.835712,33.744286,33.965714,320728800
33.259998,34.92857,33.049999,34.617142,305972800
35.325714,35.842857,35.18,35.251427,188559700
34.192856,35.251427,33.880001,35.031429,262001600
35.725716,36.01857,34.82143,34.872856,212663500
35.799999,36.27,35.587143,36.192856,166570600
37.055714,37.057144,36.192856,36.697144,203903700
37.098572,37.991428,36.994286,37.261429,219118200
37.791428,37.828571,37.189999,37.707142,172137000
37.882858,37.935715,37.201427,37.58857,162526700
36.887142,37.414288,36.375713,36.565716,189576100
36.898571,37.021427,35.792858,35.848572,221735500
36.177143,36.257141,35.092857,35.618572,250192600
35.924286,35.985714,34.64143,34.742859,213657500
34.977142,35.854286,34.599998,35.787144,194089000
35.46143,36.265713,35.33857,36.215714,136439800
36.565716,37.021427,36.287144,36.325714,150740100
36.52,37.121429,36.5,37.098572,146268500
37.299999,38.25,37.232857,38.17857,195919500
38.657143,38.985714,38.5,38.83857,218213800
38.892857,39.285713,38.774284,39.152859,196155400
39.669998,39.85857,38.389999,38.595715,194122600
38.880001,39.424286,38.785713,39.121429,179315500
39.225716,39.237144,38.271427,38.709999,192114300
38.714287,39.028572,38.299999,38.42857,178569300
38.580002,38.610001,37.972858,38.099998,137485600
38.132858,38.535713,37.78857,38.328571,146237000
37.73143,37.77,36.328571,36.595715,283336200
36.672855,36.852856,35.715714,35.932858,184863000
36.328571,36.400002,34.745716,35.497143,255724000
35.784286,35.847141,34.742859,35.277142,173460700
35.857143,36.114285,35.165714,35.51857,153808900
35.784286,36.967144,35.67857,36.952858,163639000
37.497143,37.557144,36.412857,36.869999,184536100
36.69857,37.128571,36.451427,37.08857,108330600
36.932858,37.407143,36.408573,36.755714,140719600
36.617142,36.628571,35.204285,35.971428,297731000
35.625713,36.542858,35.57143,36.104286,203011900
35.46143,36.709999,35.328571,35.921429,206216500
36.168571,36.424286,35.487144,35.700001,259964600
35.697144,35.697144,34.228573,35.082859,256119500
34.700001,36.128571,34.287144,35.984287,268737700
37.869999,37.878571,36.285713,36.32,296417800
36.811428,37.142857,36.472858,37.002857,161329700
36.727142,37.197144,36.611427,37.134285,133347200
37.142857,37.157143,36.815716,37.040001,105137900
37.267143,37.828571,37.185715,37.725716,146192900
37.667141,37.998573,37.17857,37.279999,129996300
37.244286,37.521427,36.585712,36.872856,160951700
36.555714,37.099998,36.414288,36.75,112052500
37.205715,37.512856,37.08857,37.407143,107013900
37.287144,37.60857,37.060001,37.418571,104413400
37.548573,37.754284,37.187141,37.568573,105093800
37.389999,37.597141,37.221428,37.385715,72274300
37.111427,37.355713,36.804287,37.155716,111224400
37.354286,37.450001,37.081429,37.392857,75782000
37.121429,37.207142,36.792858,37.058571,112980000
36.485714,36.527142,35.687141,35.741428,155013600
35.241428,36.157143,35.16,35.970001,133730100
35.950001,35.982857,35.584286,35.585712,88717300
35.368572,35.715714,35.23143,35.377144,79607500
35.725716,36.375713,35.599998,35.995716,105660100
36.05143,36.381428,35.939999,36.152859,84924000
36.119999,36.21143,35.525715,35.697144,106676500
35.627144,36.274284,35.57143,35.662857,96057500
35.970001,36,35.035713,35.114285,103510400
34.667141,34.714287,34.092857,34.275715,150641400
34.005714,34.855713,33.885715,34.69857,149216900
35.064285,35.107143,34.325714,34.325714,116626300
34.535713,34.658573,33.651428,34.517143,137097800
34.394287,35.107143,34.382858,34.642857,95822300
34.549999,34.937141,34.335712,34.728573,105196700
35.352856,35.922855,35.182858,35.761429,174259400
35.894287,36.024284,35.509998,36.024284,103856900
36.441429,36.968571,36.357143,36.967144,130197200
36.662857,37.075714,36.607143,36.830002,85639400
37.111427,37.77,37.014286,37.560001,131637800
37.862858,38.074287,37.560001,37.581429,109643800
37.598572,37.785713,37.342857,37.630001,96885600
37.974285,38.325714,37.965714,38.148571,97195000
38.029999,38.452858,37.931427,38.294285,102037600
38.310001,38.625713,38.262856,38.602856,107342200
38.605713,39.524284,38.5,39.509998,163025800
39.669998,39.708572,39.097141,39.33857,158619300
39.439999,40.540001,39.407143,40.46143,164669400
40.55143,41.049999,40.398571,40.53857,167018600
40.387142,41.139999,40.344284,41.107143,146322400
40.904285,41.822857,40.857143,41.274284,196529200
41.728573,41.932858,41.507141,41.759998,162372000
41.997143,42.104286,41.572857,41.594284,120708700
41.681427,41.681427,39.285713,40.98,258760600
41.032856,41.401428,40.857143,41.052856,117411000
41.285713,41.42857,40.17857,40.535713,168347900
40.878571,40.939999,40.192856,40.360001,112035700
40.228573,40.414288,39.681427,39.805714,108825500
40.285713,41.349998,40.259998,41.277142,125491800
41.369999,41.712856,40.751427,41.312859,167717200
41.477142,41.497143,40.987144,41.317142,102099900
41.672855,42.07143,41.42857,42.009998,164600800
42.105713,42.462856,42.085712,42.194286,106938300
42.201427,42.785713,41.784286,42.648571,139636000
42.885715,43.137142,42.828571,42.877144,157523100
43.098572,43.209999,42.914288,43.187141,108824100
43.919998,45,43.558571,44.962856,230548500
45.495716,45.57143,44.898571,45.42857,273252700
43.342857,44.824287,42.860001,44.212856,308196000
44.142857,44.892857,43.83857,44.361427,180406100
44.622856,44.962856,43.828571,44.217144,137865000
44.152859,44.291428,43.757141,43.924286,93194500
44.155716,44.514286,44.062859,44.119999,98115500
43.83857,44.248573,43.664288,44.007141,98232400
43.950001,44.271427,43.657143,43.975716,99750700
43.992859,44,42.985714,43.605713,137762800
43.46143,43.697144,42.98143,42.997143,107627800
43.174286,43.657143,43.171429,43.454285,105972300
43.857143,44.312859,43.857143,44.194286,108482500
44.48143,44.697144,44.075714,44.685715,127087100
45.064285,45.740002,45.004284,45.467144,160622000
45.427143,45.652859,45.25,45.304287,90313300
45.314285,45.681427,45.251427,45.517143,70439600
45.864285,45.900002,44.92857,45.154285,95886000
45.234287,45.53857,44.792858,45.432858,96056800
45,45.485714,44.892857,45.235714,90321000
45.142857,45.214287,43.375713,44.004284,198961700
44.065716,44.362858,43.752857,43.862858,100901500
43.674286,43.942856,42.759998,43.084286,164412500
43.028572,43.427143,42.537144,42.92857,119862400
43.599998,44.238571,43.527142,44.061428,123622800
43.995716,44.057144,43.605713,43.818573,96210800
43.811428,44.765713,43.695713,44.765713,98268800
44.349998,44.535713,43.794285,44.104286,129861900
44.57143,45.057144,44.535713,44.971428,103431300
44.82,45.385715,44.705715,45,59396400
45.07143,45.354286,44.482857,45.267143,111446300
44.791428,44.908573,44.41,44.450001,125464500
45.03857,45.392857,45,45.200001,115437700
45.361427,45.57143,44.984287,45.450001,115709300
45.287144,45.521427,45.191429,45.348572,85523200
45.52,46.047142,45.488571,45.735714,112120400
46.257141,46.284286,45.445713,45.458572,97863500
45.66143,45.860001,45.30143,45.85857,80483900
46.01857,46.07143,45.574287,45.68,73537800
45.664288,45.864285,45.514286,45.794285,65627800
46.33857,46.437141,45.857143,45.952858,109953900
45.96143,46.077145,45.57143,45.755714,87752000
45.714287,46.142857,45.598572,45.765713,104328000
45.869999,46.087143,45.728573,45.892857,80507700
45.947144,45.970001,45.747143,45.80143,96732300
45.942856,46.17857,45.46143,46.029999,96402600
46.142857,46.341427,46.007141,46.314285,64088500
46.337143,46.531429,46.221428,46.451427,66480400
46.42857,46.450001,46.167141,46.228573,55789300
46.121429,46.491428,45.931427,46.382858,62454000
46.558571,46.665714,46.437141,46.495716,43981000
46.602856,46.635715,46.442856,46.470001,40784800
46.497143,46.501427,46.150002,46.237144,39373600
46.135715,46.21143,45.901428,46.080002,48377000
46.52,47.18,46.405716,47.081429,111284600
47.491428,47.5,46.878571,47.327145,77270200
47.078571,47.762856,47.07143,47.714287,63879900
47.817142,47.892857,47.557144,47.675713,75107200
47.712856,48.049999,47.414288,48.017143,77982800
48.404285,49.032856,48.167141,48.921429,112140000
49.26857,49.279999,48.495716,48.805714,111027000
49.035713,49.204285,48.857143,49.202858,75647600
49.308571,49.52,49.121429,49.382858,74195100
49.412857,49.782856,49.205715,49.782856,77210000
47.074287,49.251427,46.57143,48.664288,470249500
49.764286,49.799999,48.125713,48.405716,283903200
48.061428,48.328571,47.16,47.525715,191197300
47.681427,47.84,46.66143,46.674286,188600300
46.695713,48.207142,46.674286,48.207142,143670800
48.047142,48.777142,47.795715,48.771427,136717000
48.994286,49.371429,48.785713,49.121429,126718900
49.111427,49.241428,48.975716,49.029999,71256500
49.167141,49.200001,47.647144,48.014286,148014300
47.971428,48.577145,47.757141,48.474285,94311700
48.757141,49.378571,48.71143,49.290001,106658300
49.207142,49.32143,49.078571,49.188572,64738800
49.114285,49.177143,48.364285,49.062859,98449400
49.091427,49.528572,49.072857,49.5,80460100
49.69857,50.464287,49.662857,50.26857,121255400
50.525715,50.78857,50.307144,50.742859,95260200
50.741428,51.285713,50.695713,51.165714,120686300
51.055714,51.42857,49.714287,50.648571,232137500
50.67857,51.114285,50.505714,50.978573,91893200
50.970001,51.354286,50.958572,51.311428,77604100
51.312859,51.424286,51.078571,51.414288,71043700
51.542858,52.128571,51.5,51.875713,120289400
51.035713,51.467144,50.931427,51.185715,132645800
51.244286,51.357143,49.931427,50.080002,204014300
48.878571,49.342857,48.245716,48.372856,218138900
48.395714,49.234287,48.372856,48.945713,167963600
49.145714,49.307144,48.33857,48.982857,124975200
49.322857,49.775715,49.257141,49.737144,95004700
50.177143,50.721428,50.16,50.458572,100768500
50.781429,50.817142,49.668571,49.901428,114034200
49.994286,50.621429,49.771427,50.302856,150647700
51.027142,51.398571,50.845715,51.365715,125197100
51.438572,51.470001,51.107143,51.42857,113316700
51.628571,51.667141,50.187141,50.765713,136530800
50.701427,51.057144,50.32143,50.822857,89079200
50.669998,50.68,50.085712,50.352856,113326500
49.874287,49.967144,49.271427,49.524284,126884800
49.332859,50.331429,49.285713,50.284286,117770100
50.454285,50.925713,50.187141,50.508572,108989300
48.871429,49.691429,48.585712,49.347141,180270300
48.857143,49,46.60857,47.144287,290502800
48.118572,48.515713,47.237144,47.805714,164855600
48.16143,48.314285,47.142857,47.238571,188303500
47.998573,48.534286,47.894287,48.471428,102350500
48.937141,48.945713,48.44857,48.742859,81480700
48.468571,48.602856,47.992859,48.455715,93249100
48.835712,49.42857,48.408573,49.281429,101178000
49.724285,50.294285,49.574287,50.220001,112227500
50.450001,50.617142,50.062859,50.062859,77338800
49.665714,50.137142,49.437141,50.137142,88225200
50.091427,50.125713,49.634285,49.804287,82351500
49.48,49.971428,49.437141,49.787144,68504800
50.158573,50.227142,49.042858,49.222858,104665400
49.187141,49.228573,48.342857,48.741428,115021200
48.14143,48.892857,48,48.412857,120682800
48.745716,49.128571,48.162857,48.291428,100634800
48.299999,48.632858,48.004284,48.297142,93361800
48.560001,48.592857,47.707142,47.865715,94383800
47.722858,47.952858,47.145714,47.257141,99736700
47.212856,47.675713,47.171429,47.485714,106409800
47.860001,48.02,47.502857,48.01857,86555000
47.828571,48,47.437141,47.488571,75450200
47.614285,47.662857,46.685715,46.779999,113401400
46.585712,47.46143,45.737144,47.407143,152474700
47.585712,48.282856,47.387142,48.265713,104844600
49.072857,49.392857,48.785713,48.915714,175166600
50.714287,50.732857,49.78857,50.099998,188452600
50.048573,50.535713,50.042858,50.43,66636500
50.517143,50.712856,49.907143,50.060001,84700000
50.32,50.335712,49.585712,50.021427,89053300
49.455715,49.964287,49.360001,49.535713,90239800
49.540001,50.564285,49.524284,50.01857,251586300
49.962856,50.067142,49.357143,49.468571,110678400
49.712856,49.984287,49.374287,49.742859,78337000
49.751427,50.261429,49.554287,49.938572,97312600
49.771427,50.135715,49.435715,49.535713,83992300
49.955715,50,49.458572,49.522858,70033600
49.694286,49.885715,49.504284,49.657143,51186800
49.841427,49.955715,49.522858,49.921429,70522900
49.860001,50,49.32,49.604286,84000000
49.445713,49.58857,48.895714,49.509998,80500000
49.380001,49.464287,48.621429,48.642857,81529000
48.457142,48.745716,47.514286,47.614285,112443800
47.42857,48.02,47.247143,48.02,113083600
48.067142,48.721428,48,48.552856,83694100
48.868572,48.915714,48.381428,48.647144,65292500
48.508572,48.707142,47.860001,47.888573,84492100
47.138573,47.997143,47.060001,47.771427,95900000
47.92857,47.985714,47.334286,47.455715,80481800
47.632858,48.365715,47.549999,48.111427,73556000
47.995716,48.127144,47.775715,47.857143,55640200
47.828571,48.232857,47.758572,48.201427,50899800
48.728573,49.689999,48.714287,49.689999,104438600
49.83857,50.304287,49.235714,49.35857,138670700
49.5,49.71143,49.185715,49.442856,84695800
49.025715,49.332859,48.85857,49.062859,78312500
49.385715,49.578571,48.258572,48.291428,115485300
48.310001,48.317142,47.414288,47.434284,132446300
47.397144,47.828571,47.235714,47.462856,83430900
47.607143,47.667141,47.25,47.355713,68772200
47.221428,47.380001,46.501427,46.557144,108488800
46.742859,46.901428,46.438572,46.657143,82368300
47.142857,47.607143,47.044285,47.491428,83642300
47.107143,47.185715,46.41143,46.67857,99799000
46.700001,46.954285,45.475716,46.451427,127647800
46.998573,47.035713,45.622856,45.751427,153755000
45.337143,45.385715,44.357143,45.045715,160161400
45.240002,46.542858,45.028572,46.471428,123345600
46.451427,46.985714,46.054287,46.087143,97645800
45.562859,47.384285,45.445713,47.318573,139939800
47.33857,47.592857,46.441429,46.621429,109951800
46.798573,47.700001,46.75,47.434284,84953400
47.664288,48.099998,47.634285,47.894287,73574900
48.005714,48.052856,47.41143,47.720001,88136300
47.814285,48.01857,47.548573,47.952858,80738700
47.992859,49.07143,47.742859,49.037144,108828300
49,49.975716,48.92857,49.918571,88763500
49.849998,50.585712,49.529999,50.251427,111156500
50.667141,51.142857,50.57143,51.028572,99915900
50.477142,51.42857,50.314285,51.387142,122408300
50.905716,51.395714,50.402859,50.57143,110668600
50.504284,51.097141,49.802856,50.535713,112902300
51.189999,51.42857,50.91143,51.145714,97909700
51.572857,51.658573,50.905716,51.110001,107633400
51.595715,52.142857,51.310001,52.131428,121116800
52.204285,53.521427,52.182858,53.400002,143163300
54,54.092857,53.331429,53.835712,204786400
56.58857,56.610001,55.142857,55.271427,235335100
55.278572,55.722858,54.842857,55.327145,131633600
55.474285,56.435715,55.392857,56.185715,129182200
55.764286,57.142857,55.66,56.92857,147451500
57.142857,57.785713,57.097141,57.630001,119145600
57.227142,57.52,56.021427,56.084286,164831100
55.945713,56.712856,55.447144,55.974285,148508500
55.377144,56.450001,54.857143,55.782856,158146100
56.825714,57.07143,56.052856,56.67857,153209000
56.807144,56.842857,55.478573,55.558571,159884900
55.854286,56.221428,54.605713,56.081429,183127000
55.630001,55.902859,53.907143,53.91,217851900
54.348572,54.785713,51.795715,53.374287,301147700
51.669998,52.53857,50.431427,50.458572,285958400
51.614285,53.515713,50.714287,53.43,270645900
53.021427,53.521427,51.785713,51.955715,219664200
52.931427,53.635715,52.102856,53.385715,185492300
54.009998,54.234287,53.46143,53.855713,132244000
54.232857,54.995716,54.012856,54.772858,115136000
54.502857,54.767143,53.722858,54.354286,124687500
54.615715,54.931427,54,54.348572,110515300
52.977142,53.235714,51.624287,52.292858,212858800
51.738571,52.42857,50.857143,50.861427,193972100
52.072857,52.125713,50.727142,50.919998,133828800
51.471428,53.377144,51,53.371429,164208800
53.352856,54.137142,52.942856,53.740002,156566900
52.154285,53.635715,52.142857,53.388573,217836500
53.024284,54.828571,52.971428,54.797142,160369300
55.454285,55.92857,55.42857,55.709999,101317300
55.464287,55.977142,55.172855,55.712856,104480600
55.795715,56.011429,54.55143,54.975716,130646600
55.117142,55.334286,54.388573,54.432858,85931300
53.534286,54,53.118572,53.435715,109734800
52.48143,54.332859,52.354286,54.248573,127424500
55.080002,55.085712,54.57143,54.847141,87644200
54.628571,55.515713,54.615715,54.877144,104039600
54.847141,55.142857,53.574287,53.925713,141203300
53.285713,54.41143,53.128571,54.277142,116958100
54.591427,55.172855,54.32143,54.945713,110140100
55.28857,56.029999,55.10857,55.614285,133681100
55.918571,56.237144,55.700001,56.137142,104454700
56.505714,57.214287,56.432858,57.214287,174628300
56.714287,59.032856,56.457142,58.804287,205965200
59.32143,60.408573,58.741428,59.064285,193938500
59.94857,60.227142,58.857143,58.877144,151494000
57.290001,58.545715,56.671429,57.402859,242120200
57.182858,58.105713,57.121429,57.757141,136569300
57.122856,57.71143,55.900002,57.595715,203219100
58.389999,58.464287,56.865715,57.037144,158124400
57.169998,57.677143,56.644287,56.715714,107409400
57.417141,57.458572,55.172855,55.795715,162771700
55.302856,55.555714,54.454285,54.474285,136910200
54.33857,54.662857,53.310001,53.514286,167274800
53.509998,54.542858,50.605713,53.214287,308419300
52.55143,54.259998,51.471428,54.035713,196617400
53.332859,54.968571,53.114285,53.91,203145600
53.682858,53.962856,52.64143,52.828571,133864500
54.155716,55.544285,54.029999,55.544285,110628700
56.081429,57.597141,55.92857,57.184284,151421900
58.191429,58.464287,57.162857,57.455715,155571500
57.854286,58.347141,57.549999,58.347141,106546300
59.547142,60.285713,59.324287,60.285713,143341800
60.248573,60.957142,59.419998,59.998573,171511200
60.251427,60.687141,59.427143,60.32,220400600
57.335712,58.345715,56.828571,56.945713,276014900
57.142857,57.192856,56.315716,56.472858,137317600
56.871429,57.02,55.82143,56.124287,155311100
56.597141,58.07143,56.485714,57.967144,125534500
57.861427,58.078571,56.76857,56.824287,107606800
57.394287,57.507141,56.164288,57.228573,114076200
58.222858,58.42857,57.412857,57.812859,123666200
57.57143,58.049999,57.501427,57.849998,80710700
57.488571,58.475716,57.292858,57.825714,96375300
56.772858,57.07143,56.174286,56.644287,132947500
57.155716,57.205715,56.444286,56.772858,81837700
57.009998,57.628571,56.48,57.581429,110346600
57.432858,57.634285,57.022858,57.177143,75557300
57.130001,57.142857,56.59,57.104286,67568900
57.458572,58.285713,57.365715,58.032856,100110500
56.709999,57.27,56.318573,56.468571,139671000
56.718571,56.744286,54.592857,55.031429,186188100
55.23,55.528572,54.322857,54.945713,163446500
54.78857,55.035713,54.028572,54.18,108226300
54.400002,55.642857,54.207142,55.547142,107702700
55.607143,55.877144,54.902859,54.967144,87302600
54.854286,54.939999,53.642857,53.915714,119975100
54.131428,54.284286,53.554287,53.562859,92984500
52.914288,53.097141,52.272858,52.715714,111995100
53.002857,53.990002,52.991428,53.787144,102255300
53.501427,53.691429,52.41143,52.427143,107067800
52.631428,53.021427,51.902859,51.938572,63690200
53.192856,53.817142,52.904285,53.73143,86603300
53.691429,54.118572,52.885715,53.314285,93963800
54.470001,54.611427,54.042858,54.599998,101484600
54.648571,55.57143,54.392857,55.418571,96795300
55.689999,56.232857,55.511429,55.671429,94763900
56.212856,56.630001,55.77,56.144287,89302500
56.072857,56.375713,55.625713,55.849998,70899500
55.704285,55.848572,55.251427,55.584286,76186600
55.921429,56.5,55.747143,55.808571,94089100
56.121429,56.291428,55.861427,56.23143,74248300
55.954285,56.271427,55.635715,55.977142,75266800
56.142857,56.485714,55.299999,55.544285,84732200
55.242859,55.34,53.954285,54.312859,101721900
54.761429,54.82,54.044285,54.134285,64050000
54.337143,54.878571,54.224285,54.431427,105369600
54.638573,54.978573,54.354286,54.601429,58882600
55.394287,56.585712,55.322857,56.564285,84303800
56.669998,56.757141,56.001427,56.635715,65737000
56.714287,57.01857,56.585712,56.935715,50589700
57.098572,57.655716,57.07,57.618572,67349800
57.585712,58.441429,57.574287,58.075714,66269000
58.127144,58.32143,57.334286,57.52,57165500
57.628571,57.950001,57.215714,57.874287,53994500
57.644287,58.040001,57.64143,57.857143,44915500
58.485714,58.92857,58.42857,58.747143,75555200
58.57143,59.240002,58.468571,59.062859,65005500
59.278572,59.792858,58.952858,59.718571,67817400
59.967144,60.392857,59.888573,60.342857,79573200
60.785713,61.107143,60.192856,60.247143,98506100
60.844284,60.857143,60.214287,60.462856,64549100
60.382858,60.407143,59.901428,60.364285,53771200
60.325714,60.414288,59.82143,60.19857,53146800
59.957142,60.064285,59.808571,59.972858,56505400
60.599998,60.855713,60.422855,60.671429,60724300
60.994286,61.352856,60.900002,61.30143,69197800
61.450001,61.624287,60.93,61.107143,65434600
61.07,61.07143,59.964287,60.042858,103493600
60.381428,61.207142,60.328571,61.058571,76515600
60.728573,60.728573,59.935715,60.058571,136909500
64.919998,64.921425,63.389999,63.808571,239578500
64.05143,64.112854,63.305714,63.51857,80996300
63.477142,64.068573,63.395714,63.897144,74927300
63.672855,64.842857,63.627144,64.715714,94835300
65.084282,65.46286,64.724289,65.211426,97920900
65.487144,65.57,65.078575,65.169998,67511500
65.128571,65.309998,64.854286,65.017143,46699100
65.328575,65.714287,65.080002,65.668571,71649900
65.482857,66.425713,65.457146,66.281425,62353200
66.464287,67.10714,66.368568,66.975716,79055900
67.214287,68.112854,67.099998,68.097145,101972500
68.68,70.964287,68.651428,70.452858,221053700
70.137146,71.08857,69.792854,70.488571,157825500
71.361427,71.975716,71.012856,71.800003,129304000
72.094284,72.794289,71.714287,72.779999,115099600
73.465714,75.184288,70.984283,71.095711,376530000
70.214287,72.127144,69.51857,71.744286,236138000
71.872856,72.538574,71.471428,71.73143,133951300
72.41143,73.550003,72.017143,73.550003,151398800
73.297142,73.641426,72.724289,73.291428,120825600
73.582855,73.975716,72.785713,73.769997,142006900
74.238571,74.699997,74.091431,74.629997,103768000
74.472855,75.5,73.754288,75.108574,136895500
75.422859,76.487144,75.121429,76.487144,150096800
77.365715,78.230003,76.528572,77.491432,238002800
78.309998,78.315712,76.96714,77.781425,170817500
77.748573,78.114288,77.502853,77.882858,107928100
77.917145,78.211426,75.14286,76.165718,202281100
74.808571,76.241432,73.745712,75.751427,202559700
76.685715,76.825714,74.757141,75.812859,199630200
76.384285,77.57,76.017143,77.427139,129114300
77.744286,78.248573,77.587143,77.881432,104729800
78.425713,78.85714,78.14286,78.85714,101820600
79.648575,81.168571,79.39286,81.157143,172713800
82.578575,84.959999,82.199997,84.225716,354711000
85.658569,85.715714,82.650002,83.651428,289929500
83.531425,84.171425,82.571426,83.652855,206371900
85.48143,85.96714,84.150002,85.871429,225309000
85.644287,86.699997,84.497147,86.565712,204165500
86.105713,87.092857,85.915718,86.071426,161010500
85.397141,86.35714,85.075714,85.620003,155967700
85.784286,85.971428,84.914284,85.150002,107622200
85.684288,86.735718,85.03714,86.711426,148935500
86.597145,88.040001,86.580002,87.78286,151782400
88.339996,88.778572,87.187141,88.23143,163865100
87.540001,88.080002,86.747147,87.122856,152059600
86.96714,87.222855,85.419998,85.650002,182759500
